Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment Type
11/30/2016,85224,Fun Fly,1,4.95,0,3.67,3
10/22/2016,85001,Fun Fly,1,4.95,0,3.28,7
11/11/2016,85327,Majestic Beaut,1,32.95,0,18.99,5
11/30/2016,85001,Yanaki,1,28.75,0,15.58,7
12/3/2016,85224,Quad,1,43.96,0,22.03,2
10/19/2016,85327,Fun Fly,1,4.95,0,2.68,8
12/16/2016,85327,Fun Fly,2,9.9,0,7.34,7
11/22/2016,85001,Fun Fly,1,4.95,0,2.4,3
10/25/2016,85001,Crested Beaut,2,75.9,0,46.44,7
11/14/2016,85224,Fun Fly,4,19.8,0.1,14.64,7
10/19/2016,85001,Fun Fly,2,9.9,0,7.7,1
12/3/2016,85001,Carlota,1,27.95,0,11.84,5
11/23/2016,85327,Quad,1,43.96,0,22.67,7
10/11/2016,85001,Fun Fly,1,4.95,0,3.27,8
10/27/2016,85224,Fun Fly,1,4.95,0,3.4,5
10/26/2016,85001,Fun Fly,1,4.95,0,2.73,8
10/1/2016,85001,Fun Fly,1,4.95,0,4.11,3
10/28/2016,85327,Fun Fly,1,4.95,0,3.04,5
11/7/2016,85327,Yanaki,1,28.75,0,15.77,4
12/18/2016,85224,Majestic Beaut,1,32.95,0,20.47,3
11/24/2016,85224,Carlota,1,27.95,0,12.28,5
10/15/2016,85224,Quad,1,43.96,0,22.78,8
10/11/2016,85224,Fun Fly,1,4.95,0,2.53,7
12/22/2016,85001,Yanaki,1,28.75,0,15.18,7
11/28/2016,85001,Aspen,1,27.95,0,11.88,8
10/9/2016,85001,Fun Fly,1,4.95,0,3.97,6
12/21/2016,85001,Crested Beaut,2,75.9,0,45.32,6
10/16/2016,85001,Fun Fly,1,4.95,0,3.79,7
11/18/2016,85224,Quad,6,263.76,0.1,135.24,4
12/13/2016,85224,Fun Fly,1,4.95,0,3.61,1
12/13/2016,85327,Fun Fly,1,4.95,0,3.31,3
12/3/2016,85224,Quad,1,43.96,0,21.88,2
11/1/2016,85224,Fun Fly,6,29.7,0.1,24.72,7
10/4/2016,85327,Yanaki,1,28.75,0,14.44,6
11/9/2016,85001,Yanaki,1,28.75,0,15.78,5
10/10/2016,85001,Fun Fly,4,19.8,0.1,10.16,7
11/25/2016,85001,Fun Fly,1,4.95,0,3.51,5
11/24/2016,85001,Fun Fly,1,4.95,0,2.38,4
12/3/2016,85001,Fun Fly,2,9.9,0,5.12,3
10/27/2016,85001,Fun Fly,1,4.95,0,2.64,3
10/11/2016,85327,Carlota,3,83.85,0,37.35,5
11/2/2016,85327,Yanaki,1,28.75,0,14.52,6
12/15/2016,85001,Quad,1,43.96,0,21.26,3
10/8/2016,85224,Fun Fly,1,4.95,0,2.71,2
10/27/2016,85001,Crested Beaut,1,37.95,0,23.4,7
10/5/2016,85224,Majestic Beaut,6,197.7,0.1,114.78,2
10/29/2016,85001,Quad,1,43.96,0,21.25,6
12/23/2016,85001,Fun Fly,2,9.9,0,7.3,5
10/20/2016,85001,Aspen,1,27.95,0,11.83,7
11/27/2016,85224,Quad,1,43.96,0,22.75,8
12/7/2016,85224,Yanaki,1,28.75,0,14.7,3
11/9/2016,85001,Quad,1,43.96,0,22.82,4
11/27/2016,85001,Yanaki,1,28.75,0,14.47,7
12/16/2016,85327,Carlota,1,27.95,0,12.91,7
10/31/2016,85001,Majestic Beaut,1,32.95,0,20.44,3
12/22/2016,85224,Quad,1,43.96,0,21.35,1
11/1/2016,85001,Bellen,1,24.95,0,12.73,3
10/31/2016,85001,Quad,1,43.96,0,22.03,3
12/14/2016,85001,Fun Fly,1,4.95,0,3.99,5
10/28/2016,85327,Fun Fly,1,4.95,0,4.06,5
11/12/2016,85001,Fun Fly,6,29.7,0.1,24.78,3
12/6/2016,85001,Bellen,1,24.95,0,13.23,5
12/10/2016,85001,Aspen,1,27.95,0,12.72,6
10/30/2016,85001,Fun Fly,1,4.95,0,3.07,7
11/22/2016,85001,Quad,1,43.96,0,21.85,5
12/21/2016,85001,Quad,1,43.96,0,22.81,5
10/5/2016,85001,Fun Fly,1,4.95,0,2.41,1
10/3/2016,85327,Fun Fly,1,4.95,0,3.4,7
11/26/2016,85001,Carlota,1,27.95,0,12.08,4
11/23/2016,85327,Fun Fly,1,4.95,0,3.02,7
11/21/2016,85224,Yanaki,1,28.75,0,14.87,5
10/17/2016,85224,Bellen,1,24.95,0,14.02,3
12/16/2016,85001,Yanaki,4,115,0.1,60.2,4
11/3/2016,85224,Crested Beaut,6,227.7,0.1,139.56,3
10/29/2016,85001,Fun Fly,1,4.95,0,3.85,1
12/12/2016,85001,Fun Fly,1,4.95,0,3.92,4
12/6/2016,85001,Bellen,1,24.95,0,14.41,7
11/19/2016,85224,Fun Fly,1,4.95,0,2.98,3
11/3/2016,85327,Fun Fly,1,4.95,0,3.04,5
12/24/2016,85224,Yanaki,1,28.75,0,14.84,7
10/17/2016,85224,Quad,1,43.96,0,22.68,5
10/13/2016,85001,Aspen,1,27.95,0,11.81,7
11/4/2016,85001,Quad,1,43.96,0,22.11,7
12/12/2016,85327,Crested Beaut,1,37.95,0,22.8,2
11/27/2016,85224,Fun Fly,1,4.95,0,3.03,5
11/23/2016,85224,Fun Fly,1,4.95,0,3.95,8
10/19/2016,85001,Fun Fly,1,4.95,0,3.21,7
10/14/2016,85001,Majestic Beaut,1,32.95,0,19.73,1
10/3/2016,85001,Fun Fly,3,14.85,0,9.75,5
12/10/2016,85327,Fun Fly,1,4.95,0,2.65,5
11/13/2016,85327,Bellen,6,149.7,0.1,85.62,1
11/10/2016,85001,Quad,1,43.96,0,22.42,3
10/9/2016,85001,Majestic Beaut,6,197.7,0.1,121.68,3
10/30/2016,85224,Yanaki,1,28.75,0,15.47,4
11/26/2016,85001,Quad,1,43.96,0,22.06,3
11/21/2016,85001,Fun Fly,1,4.95,0,3.51,4
11/21/2016,85001,Majestic Beaut,1,32.95,0,20.14,7
10/28/2016,85327,Yanaki,6,172.5,0.1,90.18,2
11/2/2016,85327,Carlota,1,27.95,0,13.21,6
12/20/2016,85001,Fun Fly,6,29.7,0.1,23.04,4
11/4/2016,85001,Fun Fly,1,4.95,0,3.75,7
11/17/2016,85001,Bellen,1,24.95,0,13.27,2
10/4/2016,85327,Fun Fly,1,4.95,0,2.86,5
10/10/2016,85327,Yanaki,1,28.75,0,15.12,3
10/21/2016,85001,Quad,4,175.84,0.1,91.88,7
10/17/2016,85327,Bellen,1,24.95,0,12.8,3
12/14/2016,85327,Fun Fly,1,4.95,0,3.04,1
11/10/2016,85327,Fun Fly,6,29.7,0.1,20.52,2
11/27/2016,85001,Carlota,3,83.85,0,36.3,3
11/18/2016,85001,Majestic Beaut,2,65.9,0,39.66,1
11/16/2016,85224,Fun Fly,1,4.95,0,3.55,4
11/21/2016,85224,Aspen,1,27.95,0,12.73,4
12/5/2016,85224,Yanaki,1,28.75,0,15.78,3
12/2/2016,85001,Fun Fly,2,9.9,0,7.88,4
11/26/2016,85001,Fun Fly,6,29.7,0.1,17.04,3
12/11/2016,85327,Fun Fly,1,4.95,0,4,5
10/27/2016,85224,Quad,2,87.92,0,43.48,2
10/28/2016,85327,Carlota,1,27.95,0,12.56,4
12/15/2016,85224,Fun Fly,1,4.95,0,3.74,5
11/24/2016,85001,Fun Fly,2,9.9,0,5.4,7
12/11/2016,85327,Fun Fly,6,29.7,0.1,23.16,4
12/6/2016,85327,Fun Fly,1,4.95,0,4.16,4
11/28/2016,85327,Fun Fly,1,4.95,0,2.46,4
10/9/2016,85001,Fun Fly,1,4.95,0,2.95,7
11/14/2016,85327,Aspen,2,55.9,0,22.92,6
12/4/2016,85001,Majestic Beaut,1,32.95,0,20.39,3
12/20/2016,85327,Quad,1,43.96,0,22.62,5
12/1/2016,85224,Aspen,1,27.95,0,11.71,4
12/7/2016,85001,Quad,1,43.96,0,21.75,7
10/17/2016,85327,Quad,4,175.84,0.1,90.92,5
12/6/2016,85224,Bellen,6,149.7,0.1,84.96,6
10/22/2016,85224,Carlota,1,27.95,0,12.34,6
11/9/2016,85001,Fun Fly,1,4.95,0,2.96,6
11/28/2016,85224,Yanaki,1,28.75,0,15.87,7
11/15/2016,85001,Yanaki,1,28.75,0,14.54,1
12/6/2016,85327,Yanaki,1,28.75,0,15.11,3
11/14/2016,85001,Fun Fly,1,4.95,0,2.63,8
10/16/2016,85224,Aspen,6,167.7,0.1,69.18,7
11/16/2016,85001,Fun Fly,1,4.95,0,3.12,7
10/29/2016,85001,Fun Fly,1,4.95,0,2.63,8
10/27/2016,85327,Fun Fly,1,4.95,0,4.05,7
11/29/2016,85224,Aspen,6,167.7,0.1,72.3,3
12/17/2016,85224,Fun Fly,1,4.95,0,3.13,8
11/2/2016,85224,Quad,1,43.96,0,22.71,7
10/13/2016,85001,Quad,4,175.84,0.1,87.36,7
11/15/2016,85327,Fun Fly,1,4.95,0,2.8,5
12/15/2016,85001,Majestic Beaut,1,32.95,0,20.15,4
11/4/2016,85224,Aspen,1,27.95,0,11.85,1
10/28/2016,85224,Bellen,1,24.95,0,14.02,5
10/24/2016,85327,Fun Fly,1,4.95,0,2.39,3
10/22/2016,85001,Majestic Beaut,1,32.95,0,20.16,7
12/18/2016,85327,Crested Beaut,6,227.7,0.1,132.78,4
10/9/2016,85327,Aspen,1,27.95,0,12.72,5
10/9/2016,85224,Fun Fly,1,4.95,0,4.09,5
11/26/2016,85001,Fun Fly,1,4.95,0,4.06,5
12/5/2016,85327,Aspen,1,27.95,0,12.68,8
10/18/2016,85001,Fun Fly,1,4.95,0,3.5,7
11/19/2016,85001,Yanaki,1,28.75,0,15.7,5
12/20/2016,85001,Fun Fly,1,4.95,0,2.96,7
11/19/2016,85327,Fun Fly,1,4.95,0,3.92,3
10/20/2016,85224,Fun Fly,1,4.95,0,2.99,7
11/17/2016,85001,Quad,4,175.84,0.1,90.68,4
11/18/2016,85224,Carlota,1,27.95,0,12.69,8
12/1/2016,85001,Yanaki,1,28.75,0,16.12,4
12/8/2016,85224,Fun Fly,1,4.95,0,2.91,7
12/18/2016,85001,Fun Fly,1,4.95,0,3.58,4
10/22/2016,85001,Fun Fly,1,4.95,0,2.43,3
12/2/2016,85224,Carlota,1,27.95,0,13.44,7
12/24/2016,85327,Crested Beaut,1,37.95,0,22.17,3
12/20/2016,85327,Fun Fly,1,4.95,0,3.77,3
10/4/2016,85224,Quad,6,263.76,0.1,130.8,7
10/10/2016,85224,Fun Fly,6,29.7,0.1,17.34,6
11/3/2016,85327,Crested Beaut,1,37.95,0,22.07,4
11/24/2016,85001,Yanaki,1,28.75,0,14.59,2
11/27/2016,85327,Bellen,1,24.95,0,13.17,7
12/15/2016,85224,Aspen,1,27.95,0,11.7,7
10/4/2016,85001,Fun Fly,6,29.7,0.1,14.58,3
12/3/2016,85224,Majestic Beaut,1,32.95,0,19.3,3
12/21/2016,85001,Aspen,1,27.95,0,11.99,4
10/20/2016,85001,Quad,2,87.92,0,45.18,5
12/11/2016,85001,Majestic Beaut,1,32.95,0,20.23,6
11/4/2016,85001,Fun Fly,6,29.7,0.1,17.94,7
10/25/2016,85224,Carlota,1,27.95,0,13.35,2
10/29/2016,85327,Fun Fly,1,4.95,0,2.59,6
10/16/2016,85001,Fun Fly,1,4.95,0,3,5
12/2/2016,85001,Bellen,1,24.95,0,13.79,7
10/10/2016,85224,Fun Fly,1,4.95,0,2.98,3
10/21/2016,85001,Fun Fly,1,4.95,0,3.25,5
12/21/2016,85001,Majestic Beaut,1,32.95,0,19.82,7
12/4/2016,85001,Fun Fly,1,4.95,0,2.83,1
11/18/2016,85001,Quad,1,43.96,0,22.94,2
11/9/2016,85327,Bellen,1,24.95,0,13.21,7
10/25/2016,85224,Fun Fly,6,29.7,0.1,24.48,1
11/12/2016,85327,Carlota,1,27.95,0,12.52,7
10/13/2016,85327,Fun Fly,1,4.95,0,3.67,5
10/14/2016,85001,Quad,1,43.96,0,22.7,3
11/12/2016,85327,Fun Fly,6,29.7,0.1,21.48,7
10/21/2016,85224,Majestic Beaut,1,32.95,0,18.88,3
11/29/2016,85001,Yanaki,4,115,0.1,64.24,3
12/8/2016,85001,Carlota,1,27.95,0,12.85,6
12/5/2016,85001,Fun Fly,2,9.9,0,5.44,5
12/4/2016,85327,Majestic Beaut,1,32.95,0,19.1,5
12/18/2016,85327,Fun Fly,1,4.95,0,2.97,4
10/3/2016,85224,Bellen,1,24.95,0,12.69,2
10/14/2016,85327,Carlota,1,27.95,0,11.78,3
10/13/2016,85327,Fun Fly,2,9.9,0,7.42,5
10/25/2016,85001,Fun Fly,1,4.95,0,3.9,7
10/30/2016,85224,Fun Fly,1,4.95,0,3.18,8
11/29/2016,85001,Crested Beaut,1,37.95,0,22.46,3
12/20/2016,85001,Bellen,1,24.95,0,13.93,6
10/11/2016,85001,Crested Beaut,1,37.95,0,23.05,7
12/13/2016,85001,Quad,1,43.96,0,21.78,5
12/23/2016,85224,Fun Fly,1,4.95,0,2.74,5
11/23/2016,85001,Quad,1,43.96,0,21.24,2
10/22/2016,85224,Fun Fly,1,4.95,0,3.91,8
11/11/2016,85001,Fun Fly,1,4.95,0,3.09,1
10/31/2016,85001,Fun Fly,1,4.95,0,2.47,7
12/5/2016,85001,Yanaki,6,172.5,0.1,91.56,3
11/17/2016,85001,Fun Fly,1,4.95,0,4,6
10/10/2016,85001,Bellen,6,149.7,0.1,84.06,3
10/12/2016,85001,Fun Fly,1,4.95,0,3.93,7
12/2/2016,85001,Fun Fly,1,4.95,0,3.93,4
12/8/2016,85224,Fun Fly,1,4.95,0,2.86,6
11/20/2016,85001,Carlota,2,55.9,0,25.76,7
11/16/2016,85327,Fun Fly,4,19.8,0.1,11.04,5
11/17/2016,85001,Quad,2,87.92,0,45.48,5
10/13/2016,85001,Yanaki,1,28.75,0,14.38,6
12/16/2016,85224,Carlota,1,27.95,0,12.92,5
10/16/2016,85001,Fun Fly,6,29.7,0.1,19.8,7
10/23/2016,85001,Quad,1,43.96,0,21.88,3
11/10/2016,85224,Carlota,1,27.95,0,12.86,7
12/20/2016,85001,Fun Fly,1,4.95,0,2.51,3
12/14/2016,85327,Fun Fly,1,4.95,0,2.49,1
10/9/2016,85224,Fun Fly,1,4.95,0,2.93,5
10/10/2016,85327,Quad,1,43.96,0,22.75,5
11/20/2016,85224,Fun Fly,1,4.95,0,2.83,4
12/12/2016,85327,Carlota,1,27.95,0,13.42,5
11/17/2016,85001,Quad,1,43.96,0,22.08,7
10/11/2016,85001,Yanaki,1,28.75,0,15.19,7
11/11/2016,85001,Fun Fly,1,4.95,0,2.64,4
10/15/2016,85001,Fun Fly,1,4.95,0,2.42,6
12/24/2016,85224,Yanaki,1,28.75,0,14.88,3
12/22/2016,85001,Aspen,1,27.95,0,12.81,4
11/18/2016,85327,Quad,2,87.92,0,43.48,3
10/14/2016,85224,Majestic Beaut,6,197.7,0.1,116.28,4
11/23/2016,85001,Fun Fly,1,4.95,0,2.63,7
10/18/2016,85001,Crested Beaut,1,37.95,0,23.51,7
12/3/2016,85224,Yanaki,1,28.75,0,14.45,4
10/16/2016,85001,Yanaki,1,28.75,0,14.93,4
10/30/2016,85001,Quad,6,263.76,0.1,136.02,7
12/14/2016,85224,Aspen,6,167.7,0.1,71.04,1
11/9/2016,85224,Fun Fly,3,14.85,0,9.84,3
10/15/2016,85327,Carlota,1,27.95,0,12.95,7
12/4/2016,85001,Majestic Beaut,1,32.95,0,19.62,7
12/7/2016,85001,Carlota,1,27.95,0,13.52,8
11/27/2016,85001,Bellen,1,24.95,0,13.05,1
12/16/2016,85001,Fun Fly,1,4.95,0,3.19,5
10/24/2016,85224,Quad,2,87.92,0,44.92,2
12/22/2016,85001,Majestic Beaut,1,32.95,0,19.96,8
10/31/2016,85224,Fun Fly,1,4.95,0,3.38,7
10/15/2016,85001,Aspen,1,27.95,0,11.57,3
10/22/2016,85001,Fun Fly,1,4.95,0,3.13,7
10/21/2016,85001,Majestic Beaut,4,131.8,0.1,82.4,2
12/10/2016,85224,Majestic Beaut,1,32.95,0,19.39,3
11/14/2016,85224,Yanaki,1,28.75,0,15.5,8
12/10/2016,85001,Fun Fly,1,4.95,0,3.41,3
12/23/2016,85001,Carlota,1,27.95,0,12.17,8
12/24/2016,85224,Bellen,1,24.95,0,13.73,7
10/1/2016,85224,Carlota,1,27.95,0,12.02,3
11/2/2016,85001,Fun Fly,1,4.95,0,2.44,3
11/2/2016,85001,Carlota,1,27.95,0,11.8,6
11/14/2016,85224,Majestic Beaut,1,32.95,0,19.87,3
11/15/2016,85327,Quad,1,43.96,0,22.22,3
10/19/2016,85224,Yanaki,6,172.5,0.1,88.62,7
12/24/2016,85224,Fun Fly,1,4.95,0,2.91,7
10/9/2016,85001,Quad,1,43.96,0,22.52,3
12/6/2016,85327,Bellen,4,99.8,0.1,56.28,6
11/7/2016,85001,Bellen,6,149.7,0.1,83.28,5
12/12/2016,85327,Quad,1,43.96,0,21.86,4
11/10/2016,85224,Fun Fly,1,4.95,0,3.18,1
12/16/2016,85001,Yanaki,1,28.75,0,14.95,1
10/10/2016,85224,Fun Fly,2,9.9,0,7.58,4
11/25/2016,85224,Fun Fly,6,29.7,0.1,21.96,3
11/14/2016,85001,Crested Beaut,1,37.95,0,21.75,4
10/17/2016,85001,Carlota,1,27.95,0,13.18,5
11/30/2016,85224,Fun Fly,1,4.95,0,3.15,5
12/19/2016,85327,Quad,1,43.96,0,22.7,4
10/25/2016,85001,Fun Fly,1,4.95,0,3.27,5
12/4/2016,85001,Bellen,1,24.95,0,13.65,3
11/11/2016,85001,Quad,1,43.96,0,21.88,5
12/20/2016,85224,Bellen,1,24.95,0,13.84,7
10/15/2016,85224,Aspen,1,27.95,0,12.88,7
12/2/2016,85001,Aspen,1,27.95,0,12.9,5
11/8/2016,85327,Fun Fly,1,4.95,0,3.43,7
10/8/2016,85001,Crested Beaut,4,151.8,0.1,93.56,4
12/18/2016,85327,Majestic Beaut,1,32.95,0,20.46,7
10/25/2016,85327,Carlota,1,27.95,0,12.24,6
10/20/2016,85224,Quad,1,43.96,0,22.91,8
12/19/2016,85001,Yanaki,1,28.75,0,14.82,5
12/15/2016,85001,Quad,1,43.96,0,21.25,5
10/1/2016,85001,Fun Fly,6,29.7,0.1,21.24,6
12/20/2016,85001,Bellen,1,24.95,0,13.93,5
12/14/2016,85001,Yanaki,1,28.75,0,15.29,5
11/11/2016,85001,Fun Fly,1,4.95,0,2.92,5
12/11/2016,85001,Majestic Beaut,6,197.7,0.1,122.34,4
11/16/2016,85001,Aspen,1,27.95,0,11.27,7
11/6/2016,85327,Quad,6,263.76,0.1,132.24,2
10/6/2016,85224,Fun Fly,1,4.95,0,4.06,6
11/11/2016,85001,Bellen,1,24.95,0,12.88,4
10/22/2016,85224,Fun Fly,1,4.95,0,4.03,4
12/6/2016,85224,Bellen,1,24.95,0,12.74,8
11/10/2016,85327,Majestic Beaut,1,32.95,0,19.7,5
11/29/2016,85001,Crested Beaut,2,75.9,0,44.6,1
10/11/2016,85327,Fun Fly,1,4.95,0,3.47,3
10/26/2016,85327,Quad,1,43.96,0,22.21,3
12/13/2016,85327,Fun Fly,1,4.95,0,4.12,5
10/1/2016,85224,Crested Beaut,1,37.95,0,21.81,5
11/27/2016,85001,Fun Fly,1,4.95,0,3.8,2
11/2/2016,85001,Fun Fly,1,4.95,0,2.62,7
12/3/2016,85001,Fun Fly,1,4.95,0,3.25,4
10/11/2016,85001,Yanaki,6,172.5,0.1,89.34,7
12/17/2016,85327,Fun Fly,6,29.7,0.1,23.1,4
12/14/2016,85001,Fun Fly,1,4.95,0,2.58,1
12/9/2016,85224,Fun Fly,1,4.95,0,3.94,5
10/31/2016,85001,Fun Fly,1,4.95,0,2.54,3
10/20/2016,85001,Fun Fly,3,14.85,0,8.4,1
12/17/2016,85001,Majestic Beaut,1,32.95,0,18.91,4
11/18/2016,85001,Fun Fly,6,29.7,0.1,16.02,5
10/19/2016,85224,Yanaki,1,28.75,0,14.53,6
10/30/2016,85001,Fun Fly,1,4.95,0,2.93,6
12/2/2016,85001,Fun Fly,2,9.9,0,5.26,7
11/6/2016,85001,Fun Fly,1,4.95,0,3.33,3
10/9/2016,85327,Fun Fly,1,4.95,0,3.89,6
12/6/2016,85327,Crested Beaut,1,37.95,0,23.19,4
10/12/2016,85001,Aspen,1,27.95,0,12.78,3
12/24/2016,85327,Quad,1,43.96,0,22.1,5
10/18/2016,85001,Crested Beaut,1,37.95,0,22.71,4
11/30/2016,85001,Crested Beaut,1,37.95,0,22.99,1
12/18/2016,85001,Fun Fly,1,4.95,0,3.03,7
12/3/2016,85001,Majestic Beaut,1,32.95,0,19.73,4
11/20/2016,85224,Carlota,1,27.95,0,11.95,7
10/27/2016,85001,Fun Fly,1,4.95,0,3.41,2
10/19/2016,85224,Fun Fly,1,4.95,0,3.65,4
10/8/2016,85001,Yanaki,2,57.5,0,32.08,1
11/14/2016,85224,Yanaki,1,28.75,0,15.08,4
12/23/2016,85224,Fun Fly,2,9.9,0,7.64,3
10/26/2016,85224,Fun Fly,1,4.95,0,4.09,5
10/11/2016,85001,Yanaki,1,28.75,0,15.87,7
12/17/2016,85001,Bellen,3,74.85,0,38.76,4
12/2/2016,85224,Majestic Beaut,1,32.95,0,20.18,5
12/20/2016,85327,Yanaki,1,28.75,0,15.83,5
11/16/2016,85224,Fun Fly,2,9.9,0,7.08,2
10/23/2016,85001,Majestic Beaut,2,65.9,0,39.42,8
10/10/2016,85001,Bellen,1,24.95,0,14.38,7
10/29/2016,85001,Carlota,1,27.95,0,12.74,5
11/20/2016,85001,Fun Fly,1,4.95,0,4.13,1
10/25/2016,85001,Crested Beaut,1,37.95,0,22.25,2
10/19/2016,85001,Carlota,1,27.95,0,12.27,3
11/29/2016,85001,Fun Fly,6,29.7,0.1,19.98,5
11/16/2016,85001,Fun Fly,1,4.95,0,3.92,6
11/16/2016,85001,Aspen,1,27.95,0,12.16,4
12/18/2016,85224,Majestic Beaut,1,32.95,0,20,5
10/29/2016,85001,Yanaki,1,28.75,0,14.64,6
10/24/2016,85001,Fun Fly,6,29.7,0.1,15.12,3
12/19/2016,85001,Fun Fly,1,4.95,0,4.06,4
10/27/2016,85224,Bellen,1,24.95,0,14.19,5
11/4/2016,85001,Quad,1,43.96,0,22.96,7
11/14/2016,85224,Yanaki,1,28.75,0,15.72,7
11/30/2016,85327,Bellen,1,24.95,0,13.62,7
11/29/2016,85001,Yanaki,1,28.75,0,14.92,7
10/24/2016,85001,Majestic Beaut,3,98.85,0,57.51,7
11/16/2016,85224,Carlota,1,27.95,0,13.37,3
10/20/2016,85001,Quad,2,87.92,0,43.48,7
11/18/2016,85224,Yanaki,1,28.75,0,15.2,8
11/27/2016,85001,Majestic Beaut,1,32.95,0,19.85,3
10/9/2016,85224,Fun Fly,1,4.95,0,3.67,5
11/12/2016,85224,Fun Fly,1,4.95,0,3.85,3
11/18/2016,85001,Majestic Beaut,1,32.95,0,20.38,5
10/5/2016,85327,Fun Fly,1,4.95,0,2.73,5
10/7/2016,85327,Fun Fly,2,9.9,0,5.48,4
10/23/2016,85001,Crested Beaut,1,37.95,0,22.19,5
12/24/2016,85224,Majestic Beaut,1,32.95,0,19.88,7
10/5/2016,85327,Fun Fly,1,4.95,0,2.37,7
12/17/2016,85224,Quad,1,43.96,0,21.71,6
10/18/2016,85327,Yanaki,1,28.75,0,16.07,5
10/6/2016,85327,Fun Fly,1,4.95,0,2.5,8
11/3/2016,85327,Fun Fly,1,4.95,0,2.88,7
12/6/2016,85224,Yanaki,1,28.75,0,15.13,5
10/17/2016,85327,Aspen,1,27.95,0,11.22,5
11/1/2016,85327,Fun Fly,1,4.95,0,4.05,7
10/17/2016,85327,Yanaki,1,28.75,0,15.08,4
10/24/2016,85327,Aspen,3,83.85,0,38.16,5
12/10/2016,85224,Majestic Beaut,1,32.95,0,19.28,2
12/24/2016,85001,Yanaki,1,28.75,0,16.02,6
12/17/2016,85001,Fun Fly,1,4.95,0,3.05,7
11/16/2016,85224,Carlota,1,27.95,0,13.31,7
12/17/2016,85001,Fun Fly,1,4.95,0,2.88,4
12/4/2016,85327,Quad,1,43.96,0,22.15,7
10/24/2016,85001,Fun Fly,1,4.95,0,2.9,2
11/30/2016,85001,Bellen,1,24.95,0,13.14,3
10/5/2016,85001,Majestic Beaut,1,32.95,0,18.89,5
10/21/2016,85001,Majestic Beaut,1,32.95,0,20.24,7
10/18/2016,85001,Aspen,1,27.95,0,11.37,4
10/21/2016,85001,Fun Fly,1,4.95,0,3.39,7
12/17/2016,85327,Carlota,1,27.95,0,12.63,3
10/5/2016,85327,Fun Fly,1,4.95,0,3.45,8
10/17/2016,85224,Quad,1,43.96,0,22.08,1
10/13/2016,85001,Fun Fly,1,4.95,0,3.85,8
10/31/2016,85001,Fun Fly,1,4.95,0,3.55,6
10/3/2016,85224,Quad,1,43.96,0,22.21,7
12/12/2016,85327,Fun Fly,1,4.95,0,2.41,4
11/17/2016,85001,Fun Fly,1,4.95,0,3.4,3
11/29/2016,85001,Bellen,1,24.95,0,14.34,3
12/17/2016,85224,Bellen,6,149.7,0.1,79.08,7
11/29/2016,85001,Crested Beaut,1,37.95,0,21.77,5
10/25/2016,85327,Fun Fly,1,4.95,0,2.57,7
11/20/2016,85224,Carlota,1,27.95,0,12.4,4
12/9/2016,85327,Fun Fly,1,4.95,0,2.69,2
10/17/2016,85327,Bellen,1,24.95,0,14.27,5
11/15/2016,85001,Aspen,1,27.95,0,12.01,8
11/15/2016,85224,Fun Fly,1,4.95,0,4.13,1
10/24/2016,85224,Yanaki,1,28.75,0,15.86,3
11/22/2016,85327,Yanaki,1,28.75,0,14.98,4
10/11/2016,85224,Majestic Beaut,1,32.95,0,19.49,5
11/28/2016,85327,Quad,1,43.96,0,22.07,7
11/18/2016,85224,Aspen,1,27.95,0,11.83,6
10/30/2016,85224,Quad,1,43.96,0,22.15,6
11/1/2016,85001,Fun Fly,1,4.95,0,3.78,7
12/9/2016,85001,Carlota,1,27.95,0,11.96,5
10/8/2016,85224,Aspen,1,27.95,0,11.41,8
10/31/2016,85001,Bellen,1,24.95,0,13.44,4
12/3/2016,85001,Fun Fly,3,14.85,0,9.54,3
12/15/2016,85327,Quad,1,43.96,0,21.4,7
11/13/2016,85224,Fun Fly,1,4.95,0,2.88,7
11/3/2016,85224,Quad,1,43.96,0,21.73,1
11/30/2016,85224,Fun Fly,1,4.95,0,3.68,7
12/6/2016,85001,Quad,3,131.88,0,66.18,5
11/28/2016,85327,Fun Fly,2,9.9,0,5.92,7
10/4/2016,85224,Aspen,1,27.95,0,11.55,6
12/12/2016,85224,Fun Fly,2,9.9,0,7.8,3
11/15/2016,85001,Yanaki,4,115,0.1,58.36,7
10/6/2016,85327,Carlota,1,27.95,0,12.07,2
12/1/2016,85001,Fun Fly,1,4.95,0,3.11,5
12/8/2016,85224,Majestic Beaut,1,32.95,0,20.07,7
11/5/2016,85224,Majestic Beaut,1,32.95,0,19.6,3
12/18/2016,85224,Majestic Beaut,1,32.95,0,19.27,7
10/23/2016,85001,Fun Fly,2,9.9,0,5.92,5
12/20/2016,85224,Bellen,1,24.95,0,13.21,5
12/6/2016,85001,Majestic Beaut,1,32.95,0,19.38,8
11/22/2016,85327,Bellen,1,24.95,0,12.73,5
11/4/2016,85001,Yanaki,6,172.5,0.1,90.78,7
11/3/2016,85327,Fun Fly,1,4.95,0,2.65,3
10/21/2016,85224,Crested Beaut,1,37.95,0,22.31,4
12/14/2016,85327,Quad,1,43.96,0,22.62,3
10/31/2016,85224,Fun Fly,1,4.95,0,3.96,5
10/30/2016,85327,Fun Fly,1,4.95,0,3.36,3
12/19/2016,85224,Fun Fly,1,4.95,0,3.07,7
